TR:LiverDreamReal:CellLine,TR:IGF1,TR:IL1a,TR:TGFa,TR:TNFa,TR:IKKi,TR:MEK12i,TR:PI3Ki,TR:p38i,DA:AKT,DA:ERK12,DA:Ikb,DA:JNK12,DA:p38,DA:HSP27,DA:MEK12,DV:AKT,DV:ERK12,DV:Ikb,DV:JNK12,DV:p38,DV:HSP27,DV:MEK12
1,1,0,0,0,0,0,0,0,8,8,8,8,8,8,8,0.998463,0.000000,0.000000,0.995785,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,8,8,8,8,8,8,8,0.998465,0.606167,0.000000,0.995788,0.000000,0.000000,0.506622
1,0,0,0,0,0,1,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.995781,0.999409,0.998461,0.995781,0.000000
1,1,0,0,0,0,1,0,0,8,8,8,8,8,8,8,0.998463,0.000000,0.000000,0.995785,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,8,8,8,8,8,8,8,0.998462,0.000000,0.000000,0.995780,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,8,8,8,8,8,8,8,0.000000,0.000000,0.995786,0.999411,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,8,8,8,8,8,8,8,0.998463,0.000000,0.000000,0.995785,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,8,8,8,8,8,8,8,0.998465,0.606167,0.000000,0.995788,0.000000,0.000000,0.506622
1,0,0,0,0,0,0,1,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,8,8,8,8,8,8,8,0.000000,0.000000,0.995781,0.999409,0.998461,0.995781,0.000000
1,1,0,0,0,0,0,1,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,8,8,8,8,8,8,8,0.000000,0.606159,0.000000,0.000000,0.000000,0.000000,0.506569
1,0,0,0,0,1,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,8,8,8,8,8,8,8,0.000000,0.000000,0.000000,0.999411,0.998464,0.995786,0.000000
1,1,0,0,0,1,0,0,0,8,8,8,8,8,8,8,0.998463,0.000000,0.000000,0.995785,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,8,8,8,8,8,8,8,0.998465,0.606167,0.000000,0.995788,0.000000,0.000000,0.506622
1,0,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.998250,0.999782,0.999392,0.998250,0.000000
1,1,0,0,0,0,0,0,0,9,9,9,9,9,9,9,0.999393,0.000000,0.000000,0.998252,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,9,9,9,9,9,9,9,0.999394,0.492348,0.000000,0.998255,0.000000,0.000000,0.380241
1,0,0,0,0,0,1,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.998250,0.999782,0.999392,0.998250,0.000000
1,1,0,0,0,0,1,0,0,9,9,9,9,9,9,9,0.999393,0.000000,0.000000,0.998252,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,9,9,9,9,9,9,9,0.999392,0.000000,0.000000,0.998250,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,9,9,9,9,9,9,9,0.000000,0.000000,0.998247,0.999781,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,9,9,9,9,9,9,9,0.999393,0.000000,0.000000,0.998252,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,9,9,9,9,9,9,9,0.999394,0.492348,0.000000,0.998255,0.000000,0.000000,0.380241
1,0,0,0,0,0,0,1,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,9,9,9,9,9,9,9,0.000000,0.000000,0.998250,0.999782,0.999392,0.998250,0.000000
1,1,0,0,0,0,0,1,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,9,9,9,9,9,9,9,0.000000,0.492285,0.000000,0.000000,0.000000,0.000000,0.380214
1,0,0,0,0,1,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,9,9,9,9,9,9,9,0.000000,0.000000,0.000000,0.999781,0.999390,0.998247,0.000000
1,1,0,0,0,1,0,0,0,9,9,9,9,9,9,9,0.999393,0.000000,0.000000,0.998252,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,9,9,9,9,9,9,9,0.999394,0.492348,0.000000,0.998255,0.000000,0.000000,0.380241
1,0,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.999278,0.999920,0.999761,0.999278,0.000000
1,1,0,0,0,0,0,0,0,10,10,10,10,10,10,10,0.999759,0.000000,0.000000,0.999275,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,0,10,10,10,10,10,10,10,0.999762,0.411921,0.000000,0.999281,0.000000,0.000000,0.425676
1,0,0,0,0,0,1,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,1,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,1,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.999278,0.999920,0.999761,0.999278,0.000000
1,1,0,0,0,0,1,0,0,10,10,10,10,10,10,10,0.999759,0.000000,0.000000,0.999275,0.000000,0.000000,0.000000
1,0,0,1,0,0,1,0,0,10,10,10,10,10,10,10,0.999759,0.000000,0.000000,0.999277,0.000000,0.000000,0.000000
1,0,0,0,0,0,0,0,1,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,0,1,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,0,1,10,10,10,10,10,10,10,0.000000,0.000000,0.999269,0.999919,0.000000,0.000000,0.000000
1,1,0,0,0,0,0,0,1,10,10,10,10,10,10,10,0.999759,0.000000,0.000000,0.999275,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,0,1,10,10,10,10,10,10,10,0.999762,0.411921,0.000000,0.999281,0.000000,0.000000,0.425676
1,0,0,0,0,0,0,1,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,0,0,1,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,0,0,1,0,10,10,10,10,10,10,10,0.000000,0.000000,0.999278,0.999920,0.999761,0.999278,0.000000
1,1,0,0,0,0,0,1,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,1,0,0,0,1,0,10,10,10,10,10,10,10,0.000000,0.411888,0.000000,0.000000,0.000000,0.000000,0.425713
1,0,0,0,0,1,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,0,0,1,1,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000
1,0,1,0,0,1,0,0,0,10,10,10,10,10,10,10,0.000000,0.000000,0.000000,0.999919,0.999759,0.999269,0.000000
1,1,0,0,0,1,0,0,0,10,10,10,10,10,10,10,0.999759,0.000000,0.000000,0.999275,0.000000,0.000000,0.000000
1,0,0,1,0,1,0,0,0,10,10,10,10,10,10,10,0.999762,0.411921,0.000000,0.999281,0.000000,0.000000,0.425676
